fact_playerkill.appid,fact_playerkill.spaceid,fact_playerkill.sessionid,fact_playerkill.playersessionid,fact_playerkill.profileid,fact_playerkill.totalplaytime,fact_playerkill.userid,fact_playerkill.clientip,fact_playerkill.countrycode,fact_playerkill.absoluteplaytime,fact_playerkill.relativeplaytime,fact_playerkill.createddate,fact_playerkill.eventid,fact_playerkill.environment,fact_playerkill.installmentname,fact_playerkill.release,fact_playerkill.app_name,fact_playerkill.spacename,fact_playerkill.country,fact_playerkill.business_region,fact_playerkill.geo_continent,fact_playerkill.subcontinent,fact_playerkill.region,fact_playerkill.access_contextid,fact_playerkill.access_contextname,fact_playerkill.combat_contextid,fact_playerkill.combat_contextname,fact_playerkill.gamemode_contextid,fact_playerkill.gamemode_contextname,fact_playerkill.keylocation_contextid,fact_playerkill.keylocation_contextname,fact_playerkill.lotd_contextid,fact_playerkill.lotd_contextname,fact_playerkill.match_contextid,fact_playerkill.match_contextname,fact_playerkill.matchmaking_contextid,fact_playerkill.matchmaking_contextname,fact_playerkill.missiontrack_contextid,fact_playerkill.missiontrack_contextname,fact_playerkill.opswap_contextid,fact_playerkill.opswap_contextname,fact_playerkill.playernav_contextid,fact_playerkill.playernav_contextname,fact_playerkill.playgo_contextid,fact_playerkill.playgo_contextname,fact_playerkill.raidboss1_contextid,fact_playerkill.raidboss1_contextname,fact_playerkill.recruitment_contextid,fact_playerkill.recruitment_contextname,fact_playerkill.remote_contextid,fact_playerkill.remote_contextname,fact_playerkill.savegame_contextid,fact_playerkill.savegame_contextname,fact_playerkill.unknown_contextid,fact_playerkill.unknown_contextname,fact_playerkill.ai_positionx,fact_playerkill.ai_positiony,fact_playerkill.ai_positionz,fact_playerkill.combatheadshot,fact_playerkill.combatlegshot,fact_playerkill.combattakedown,fact_playerkill.combattargettype,fact_playerkill.combattypeofkill,fact_playerkill.combattypeofkillname,fact_playerkill.combatweaponused,fact_playerkill.combatweaponusedname,fact_playerkill.contexts,fact_playerkill.copfelony,fact_playerkill.crimfelony,fact_playerkill.enemyarch,fact_playerkill.enemyarchdescription,fact_playerkill.enemylvl,fact_playerkill.factionid,fact_playerkill.isltl,fact_playerkill.issampled,fact_playerkill.killdist,fact_playerkill.offline,fact_playerkill.playerheatlevel,fact_playerkill.playermovetype,fact_playerkill.playerpositionx,fact_playerkill.playerpositiony,fact_playerkill.playerpositionz,fact_playerkill.playervehicletype,fact_playerkill.powerlevel,fact_playerkill.serverdate,fact_playerkill.takedownstate,fact_playerkill.p_dateid
7765de0b-2ef1-4cff-88b3-bb63b1a039cf,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,0f20c8a3-0266-4166-afd7-bcbcc7384739,0f20c8a3-0266-4166-afd7-bcbcc7384739,891001b9-6c2f-4a37-b5e9-982f96f8ecb3,2056,891001b9-6c2f-4a37-b5e9-982f96f8ecb3,203.132.16.4,CA,2056,2056,2020-11-27 20:34:19.955,0f20c8a3-0266-4166-afd7-bcbcc7384739_2099,UAT,Orwell,PreLaunch,Orwell PS4,Orwell Crossplay RETAIL,Canada,"United States, Canada",Americas,Northern America,NCSA,NULL,NULL,31,Combat,12,Online_InGameMultiplePlayers,28,Piccadilly Circus,NULL,NULL,13,Sandbox,NULL,NULL,NULL,NULL,10,0xF3D122DF67F3DC46,33,OnFoot,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,645.56195,-478.3358,108.60502,0,0,NA,3,0,Bullet,0,NULL,"[10,12,13,28,31,33]",0,0,0x6BF561D1,WD3_AI_Drones.Authority.Chase_Drone.T1_Chase,NULL,15,1,False,0.0,False,5,0,645.89685,-479.24487,108.135666,Not in Vehicle,NULL,2020-11-27 20:34:20.794,NA,20201127
7765de0b-2ef1-4cff-88b3-bb63b1a039cf,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,7b802f14-994f-4967-a3f5-96476dad5503,7b802f14-994f-4967-a3f5-96476dad5503,92ec16ef-b0f0-4b27-bd85-2a37e874feab,27241,92ec16ef-b0f0-4b27-bd85-2a37e874feab,195.88.182.11,RO,27241,2046,2020-11-27 11:56:28.839,7b802f14-994f-4967-a3f5-96476dad5503_1705,UAT,Orwell,PreLaunch,Orwell PS4,Orwell Crossplay RETAIL,Romania,"Africa, Western Asia, Central & Eastern Europe",Europe,Eastern Europe,EMEA,NULL,NULL,49,Combat,22,Online_InGameMultiplePlayers,NULL,NULL,NULL,NULL,23,DirectAction,NULL,NULL,47,OCO_204,39,0xFA4929D6B83A4DE5,45,OnFoot,12,PlayGo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-671.48553,655.8874,100.27977,0,0,NA,3,0,Bullet,0,NULL,"[12,22,23,39,45,47,49]",0,0,0x6BF561D1,WD3_AI_Drones.Authority.Chase_Drone.T1_Chase,NULL,15,1,False,0.0,False,0,4,-674.7419,657.385,99.8423,Not in Vehicle,NULL,2020-11-27 11:56:36.461,NA,20201127
e3ebc0ef-19af-4704-8f6c-254d19129a02,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,859849d6-2bc4-45dc-a56b-d3f8fa5b1f98,859849d6-2bc4-45dc-a56b-d3f8fa5b1f98,9bd59682-fdf1-4cc0-981d-f714c6fdc75f,13910,9bd59682-fdf1-4cc0-981d-f714c6fdc75f,213.242.117.250,PL,13910,6849,2020-11-30 15:06:08.8,859849d6-2bc4-45dc-a56b-d3f8fa5b1f98_3250,UAT,Orwell,PreLaunch,Orwell XONE,Orwell Crossplay RETAIL,Poland,"Africa, Western Asia, Central & Eastern Europe",Europe,Eastern Europe,EMEA,NULL,NULL,NULL,NULL,2,InGameAlone,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,GST_005,3,0xEE91D2837FAE9E82,92,OnFoot,14,Gamestart,NULL,NULL,NULL,NULL,NULL,NULL,1,SavedGame,NULL,NULL,749.5338,-1441.4581,114.71079,1,0,NA,5,0,Bullet,0,NULL,"[1,2,3,14,90,92]",0,0,0x12FA11A9,FlyingDrone.Scanner,NULL,7,1,False,0.0,False,0,4,733.3321,-1419.0048,110.276085,Not in Vehicle,NULL,2020-11-30 15:06:26.016,NA,20201130
ade80bc2-0462-42bc-837a-851386dc5a9e,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,1ce182ea-3246-4062-b1f3-b97c39e3bdd3,14bee469-60ff-4baf-9fcf-5563976d3c18,449feb20-a425-4fdc-bf3e-c50335abd102,48863,449feb20-a425-4fdc-bf3e-c50335abd102,92.249.69.6,UA,48863,1792,2020-11-30 15:57:49.924,1ce182ea-3246-4062-b1f3-b97c39e3bdd3_4154,UAT,Orwell,PreLaunch,Orwell PC,Orwell Crossplay RETAIL,Ukraine,"Africa, Western Asia, Central & Eastern Europe",Europe,Eastern Europe,EMEA,NULL,NULL,64,Combat,10,Online_InGameMultiplePlayers,54,Civil Aviation Traffic Office,NULL,NULL,11,DirectAction,NULL,NULL,61,OCO_011,63,0xEF16609FD4EF5E64,65,OnFoot,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1106.1881,538.7326,127.05019,0,0,NA,3,0,Bullet,0,NULL,"[10,11,54,61,63,64,65]",0,0,0x6BF561D1,WD3_AI_Drones.Authority.Chase_Drone.T1_Chase,NULL,15,1,False,0.0,False,0,0,-1109.1859,540.4871,123.35874,Not in Vehicle,NULL,2020-11-30 15:58:03.251,NA,20201130
ade80bc2-0462-42bc-837a-851386dc5a9e,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,7fefb75e-fc6b-49e8-a0b2-0e3d94cdf7c9,7fefb75e-fc6b-49e8-a0b2-0e3d94cdf7c9,d9883032-0038-4bee-aefd-593436e481c2,27688,d9883032-0038-4bee-aefd-593436e481c2,14.141.62.194,IN,27688,2373,2020-11-30 06:58:11.107,7fefb75e-fc6b-49e8-a0b2-0e3d94cdf7c9_1760,UAT,Orwell,PreLaunch,Orwell PC,Orwell Crossplay RETAIL,India,"Africa, Western Asia, Central & Eastern Europe",Asia,Southern Asia,EMEA,NULL,NULL,NULL,NULL,2,InGameAlone,21,King's Cross Station,NULL,NULL,NULL,NULL,NULL,NULL,17,03_Camden,16,0xED39DBF4606D8265,5,OnFoot,12,Gamestart,NULL,NULL,NULL,NULL,NULL,NULL,1,NewGame,NULL,NULL,-145.79915,-1693.7621,220.10027,0,0,NA,5,0,Bullet,0,NULL,"[1,2,5,12,16,17,21]",0,0,0xA15637A,FlyingDrone.News.News_BUM_310,NULL,15,1,False,0.0,False,0,0,-144.86394,-1692.7887,219.57672,Not in Vehicle,NULL,2020-11-30 06:58:15.481,NA,20201130
7765de0b-2ef1-4cff-88b3-bb63b1a039cf,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,7a76dff7-f19c-4d15-a712-fc6c632fbcc7,7a76dff7-f19c-4d15-a712-fc6c632fbcc7,d0337ee1-3004-4bb4-b46e-ae948bd6f8df,3498,d0337ee1-3004-4bb4-b46e-ae948bd6f8df,195.88.182.11,RO,3498,3498,2020-12-02 08:40:09.972,7a76dff7-f19c-4d15-a712-fc6c632fbcc7_2884,UAT,Orwell,PreLaunch,Orwell PS4,Orwell Crossplay RETAIL,Romania,"Africa, Western Asia, Central & Eastern Europe",Europe,Eastern Europe,EMEA,NULL,NULL,NULL,NULL,48,Online_InGameMultiplePlayers,89,Westminster Bridge,NULL,NULL,49,Sandbox,NULL,NULL,NULL,NULL,84,0xC834DD877948D23A,85,OnFoot,15,PlayGo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87.99754,220.41272,104.941795,1,0,NA,5,0,Bullet,0,NULL,"[15,48,49,84,85,89]",0,0,0x12FA11A9,FlyingDrone.Scanner,NULL,7,1,False,0.0,False,0,0,89.98906,219.88445,104.495094,Not in Vehicle,NULL,2020-12-02 08:40:11.821,NA,20201202
7765de0b-2ef1-4cff-88b3-bb63b1a039cf,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,7a76dff7-f19c-4d15-a712-fc6c632fbcc7,7a76dff7-f19c-4d15-a712-fc6c632fbcc7,d0337ee1-3004-4bb4-b46e-ae948bd6f8df,3490,d0337ee1-3004-4bb4-b46e-ae948bd6f8df,195.88.182.11,RO,3490,3490,2020-12-02 08:40:01.172,7a76dff7-f19c-4d15-a712-fc6c632fbcc7_2876,UAT,Orwell,PreLaunch,Orwell PS4,Orwell Crossplay RETAIL,Romania,"Africa, Western Asia, Central & Eastern Europe",Europe,Eastern Europe,EMEA,NULL,NULL,NULL,NULL,48,Online_InGameMultiplePlayers,89,Westminster Bridge,NULL,NULL,49,Sandbox,NULL,NULL,NULL,NULL,84,0xC834DD877948D23A,85,OnFoot,15,PlayGo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,115.1089,214.17761,104.90514,1,0,NA,3,0,Bullet,0,NULL,"[15,48,49,84,85,89]",0,0,0x6BF561D1,WD3_AI_Drones.Authority.Chase_Drone.T1_Chase,NULL,15,1,False,0.0,False,0,4,117.831696,213.8786,104.495094,Not in Vehicle,NULL,2020-12-02 08:40:11.821,NA,20201202
7765de0b-2ef1-4cff-88b3-bb63b1a039cf,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,7a76dff7-f19c-4d15-a712-fc6c632fbcc7,7a76dff7-f19c-4d15-a712-fc6c632fbcc7,d0337ee1-3004-4bb4-b46e-ae948bd6f8df,3559,d0337ee1-3004-4bb4-b46e-ae948bd6f8df,195.88.182.11,RO,3559,3559,2020-12-02 08:41:10.06,7a76dff7-f19c-4d15-a712-fc6c632fbcc7_2930,UAT,Orwell,PreLaunch,Orwell PS4,Orwell Crossplay RETAIL,Romania,"Africa, Western Asia, Central & Eastern Europe",Europe,Eastern Europe,EMEA,NULL,NULL,NULL,NULL,48,Online_InGameMultiplePlayers,89,Westminster Bridge,NULL,NULL,49,Sandbox,NULL,NULL,NULL,NULL,84,0xC834DD877948D23A,85,OnFoot,15,PlayGo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.413192,229.77238,105.13661,1,0,NA,5,0,Bullet,0,NULL,"[15,48,49,84,85,89]",0,0,0xDA7E7AFE,FlyingDrone.Delivery,NULL,0,1,False,0.0,False,0,0,4.530906,229.8567,104.49504,Not in Vehicle,NULL,2020-12-02 08:41:13.81,NA,20201202
7765de0b-2ef1-4cff-88b3-bb63b1a039cf,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,7a76dff7-f19c-4d15-a712-fc6c632fbcc7,7a76dff7-f19c-4d15-a712-fc6c632fbcc7,d0337ee1-3004-4bb4-b46e-ae948bd6f8df,3417,d0337ee1-3004-4bb4-b46e-ae948bd6f8df,195.88.182.11,RO,3418,3418,2020-12-02 08:38:49.934,7a76dff7-f19c-4d15-a712-fc6c632fbcc7_2819,UAT,Orwell,PreLaunch,Orwell PS4,Orwell Crossplay RETAIL,Romania,"Africa, Western Asia, Central & Eastern Europe",Europe,Eastern Europe,EMEA,NULL,NULL,NULL,NULL,48,Online_InGameMultiplePlayers,88,Westminster Bridge,NULL,NULL,49,Sandbox,NULL,NULL,NULL,NULL,84,0xC834DD877948D23A,85,OnFoot,15,PlayGo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,132.61162,213.17007,104.65332,1,0,NA,5,0,Bullet,0,NULL,"[15,48,49,84,85,88]",0,0,0x12FA11A9,FlyingDrone.Scanner,NULL,7,1,False,0.0,False,0,4,134.01944,210.43646,104.317665,Not in Vehicle,NULL,2020-12-02 08:38:55.097,NA,20201202
7765de0b-2ef1-4cff-88b3-bb63b1a039cf,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,7a76dff7-f19c-4d15-a712-fc6c632fbcc7,7a76dff7-f19c-4d15-a712-fc6c632fbcc7,d0337ee1-3004-4bb4-b46e-ae948bd6f8df,3509,d0337ee1-3004-4bb4-b46e-ae948bd6f8df,195.88.182.11,RO,3509,3509,2020-12-02 08:40:20.058,7a76dff7-f19c-4d15-a712-fc6c632fbcc7_2892,UAT,Orwell,PreLaunch,Orwell PS4,Orwell Crossplay RETAIL,Romania,"Africa, Western Asia, Central & Eastern Europe",Europe,Eastern Europe,EMEA,NULL,NULL,NULL,NULL,48,Online_InGameMultiplePlayers,89,Westminster Bridge,NULL,NULL,49,Sandbox,NULL,NULL,NULL,NULL,84,0xC834DD877948D23A,85,OnFoot,15,PlayGo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.31991,213.71695,105.42688,1,0,NA,5,0,Bullet,0,NULL,"[15,48,49,84,85,89]",0,0,0xDA7E7AFE,FlyingDrone.Delivery,NULL,0,1,False,0.0,False,0,0,81.790794,215.06436,104.49504,Not in Vehicle,NULL,2020-12-02 08:40:42.565,NA,20201202
7765de0b-2ef1-4cff-88b3-bb63b1a039cf,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,7a76dff7-f19c-4d15-a712-fc6c632fbcc7,7a76dff7-f19c-4d15-a712-fc6c632fbcc7,d0337ee1-3004-4bb4-b46e-ae948bd6f8df,3520,d0337ee1-3004-4bb4-b46e-ae948bd6f8df,195.88.182.11,RO,3520,3520,2020-12-02 08:40:30.066,7a76dff7-f19c-4d15-a712-fc6c632fbcc7_2901,UAT,Orwell,PreLaunch,Orwell PS4,Orwell Crossplay RETAIL,Romania,"Africa, Western Asia, Central & Eastern Europe",Europe,Eastern Europe,EMEA,NULL,NULL,NULL,NULL,48,Online_InGameMultiplePlayers,89,Westminster Bridge,NULL,NULL,49,Sandbox,NULL,NULL,NULL,NULL,84,0xC834DD877948D23A,85,OnFoot,15,PlayGo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82.856926,215.38487,104.992455,1,0,NA,5,0,Bullet,0,NULL,"[15,48,49,84,85,89]",0,0,0x12FA11A9,FlyingDrone.Scanner,NULL,7,1,False,0.0,False,0,0,82.963066,216.35297,104.49504,Not in Vehicle,NULL,2020-12-02 08:40:42.565,NA,20201202
7765de0b-2ef1-4cff-88b3-bb63b1a039cf,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,7a76dff7-f19c-4d15-a712-fc6c632fbcc7,7a76dff7-f19c-4d15-a712-fc6c632fbcc7,d0337ee1-3004-4bb4-b46e-ae948bd6f8df,3540,d0337ee1-3004-4bb4-b46e-ae948bd6f8df,195.88.182.11,RO,3541,3541,2020-12-02 08:40:51.16,7a76dff7-f19c-4d15-a712-fc6c632fbcc7_2916,UAT,Orwell,PreLaunch,Orwell PS4,Orwell Crossplay RETAIL,Romania,"Africa, Western Asia, Central & Eastern Europe",Europe,Eastern Europe,EMEA,NULL,NULL,NULL,NULL,48,Online_InGameMultiplePlayers,89,Westminster Bridge,NULL,NULL,49,Sandbox,NULL,NULL,NULL,NULL,84,0xC834DD877948D23A,85,OnFoot,15,PlayGo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,62.034767,235.20522,104.93805,1,0,NA,5,0,Bullet,0,NULL,"[15,48,49,84,85,89]",0,0,0xDA7E7AFE,FlyingDrone.Delivery,NULL,0,1,False,0.0,False,0,3,64.45274,234.37274,104.49504,Not in Vehicle,NULL,2020-12-02 08:41:13.81,NA,20201202
7765de0b-2ef1-4cff-88b3-bb63b1a039cf,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,7a76dff7-f19c-4d15-a712-fc6c632fbcc7,7a76dff7-f19c-4d15-a712-fc6c632fbcc7,d0337ee1-3004-4bb4-b46e-ae948bd6f8df,3567,d0337ee1-3004-4bb4-b46e-ae948bd6f8df,195.88.182.11,RO,3567,3567,2020-12-02 08:41:18.848,7a76dff7-f19c-4d15-a712-fc6c632fbcc7_2937,UAT,Orwell,PreLaunch,Orwell PS4,Orwell Crossplay RETAIL,Romania,"Africa, Western Asia, Central & Eastern Europe",Europe,Eastern Europe,EMEA,NULL,NULL,NULL,NULL,48,Online_InGameMultiplePlayers,89,Westminster Bridge,NULL,NULL,49,Sandbox,NULL,NULL,NULL,NULL,84,0xC834DD877948D23A,85,OnFoot,15,PlayGo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-17.149185,251.13066,105.15674,1,0,NA,5,0,Bullet,0,NULL,"[15,48,49,84,85,89]",0,0,0x12FA11A9,FlyingDrone.Scanner,NULL,7,1,False,0.0,False,0,0,-17.176249,249.77515,104.49341,Not in Vehicle,NULL,2020-12-02 08:41:44.233,NA,20201202
7765de0b-2ef1-4cff-88b3-bb63b1a039cf,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,7a76dff7-f19c-4d15-a712-fc6c632fbcc7,7a76dff7-f19c-4d15-a712-fc6c632fbcc7,d0337ee1-3004-4bb4-b46e-ae948bd6f8df,3380,d0337ee1-3004-4bb4-b46e-ae948bd6f8df,195.88.182.11,RO,3381,3381,2020-12-02 08:38:11.137,7a76dff7-f19c-4d15-a712-fc6c632fbcc7_2781,UAT,Orwell,PreLaunch,Orwell PS4,Orwell Crossplay RETAIL,Romania,"Africa, Western Asia, Central & Eastern Europe",Europe,Eastern Europe,EMEA,NULL,NULL,NULL,NULL,48,Online_InGameMultiplePlayers,NULL,NULL,NULL,NULL,49,Sandbox,NULL,NULL,NULL,NULL,84,0xC834DD877948D23A,85,OnFoot,15,PlayGo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,126.4865,75.66695,101.832306,1,0,NA,3,0,Bullet,0,NULL,"[15,48,49,84,85]",0,0,0x6BF561D1,WD3_AI_Drones.Authority.Chase_Drone.T1_Chase,NULL,15,1,False,0.0,False,0,5,126.530266,72.449745,101.332306,Not in Vehicle,NULL,2020-12-02 08:38:39.252,NA,20201202
7765de0b-2ef1-4cff-88b3-bb63b1a039cf,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,7a76dff7-f19c-4d15-a712-fc6c632fbcc7,7a76dff7-f19c-4d15-a712-fc6c632fbcc7,d0337ee1-3004-4bb4-b46e-ae948bd6f8df,3439,d0337ee1-3004-4bb4-b46e-ae948bd6f8df,195.88.182.11,RO,3439,3439,2020-12-02 08:39:11.122,7a76dff7-f19c-4d15-a712-fc6c632fbcc7_2837,UAT,Orwell,PreLaunch,Orwell PS4,Orwell Crossplay RETAIL,Romania,"Africa, Western Asia, Central & Eastern Europe",Europe,Eastern Europe,EMEA,NULL,NULL,NULL,NULL,48,Online_InGameMultiplePlayers,NULL,NULL,NULL,NULL,49,Sandbox,NULL,NULL,NULL,NULL,84,0xC834DD877948D23A,85,OnFoot,15,PlayGo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,145.25737,219.80089,104.52396,1,0,NA,5,0,Bullet,0,NULL,"[15,48,49,84,85]",0,0,0x12FA11A9,FlyingDrone.Scanner,NULL,7,1,False,0.0,False,0,4,146.42177,217.66437,104.167465,Not in Vehicle,NULL,2020-12-02 08:39:40.736,NA,20201202
7765de0b-2ef1-4cff-88b3-bb63b1a039cf,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,7a76dff7-f19c-4d15-a712-fc6c632fbcc7,7a76dff7-f19c-4d15-a712-fc6c632fbcc7,d0337ee1-3004-4bb4-b46e-ae948bd6f8df,3388,d0337ee1-3004-4bb4-b46e-ae948bd6f8df,195.88.182.11,RO,3389,3389,2020-12-02 08:38:19.969,7a76dff7-f19c-4d15-a712-fc6c632fbcc7_2791,UAT,Orwell,PreLaunch,Orwell PS4,Orwell Crossplay RETAIL,Romania,"Africa, Western Asia, Central & Eastern Europe",Europe,Eastern Europe,EMEA,NULL,NULL,NULL,NULL,48,Online_InGameMultiplePlayers,NULL,NULL,NULL,NULL,49,Sandbox,NULL,NULL,NULL,NULL,84,0xC834DD877948D23A,85,OnFoot,15,PlayGo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,140.9718,92.509834,102.302795,1,0,NA,5,0,Bullet,0,NULL,"[15,48,49,84,85]",0,0,0xC267B78A,FlyingDrone.News,NULL,0,1,False,0.0,False,0,0,139.48026,90.1746,101.79343,Not in Vehicle,NULL,2020-12-02 08:38:39.252,NA,20201202
7765de0b-2ef1-4cff-88b3-bb63b1a039cf,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,7a76dff7-f19c-4d15-a712-fc6c632fbcc7,7a76dff7-f19c-4d15-a712-fc6c632fbcc7,d0337ee1-3004-4bb4-b46e-ae948bd6f8df,3321,d0337ee1-3004-4bb4-b46e-ae948bd6f8df,195.88.182.11,RO,3321,3321,2020-12-02 08:37:12.263,7a76dff7-f19c-4d15-a712-fc6c632fbcc7_2735,UAT,Orwell,PreLaunch,Orwell PS4,Orwell Crossplay RETAIL,Romania,"Africa, Western Asia, Central & Eastern Europe",Europe,Eastern Europe,EMEA,NULL,NULL,87,MeleeCombat,48,Online_InGameMultiplePlayers,NULL,NULL,NULL,NULL,49,Sandbox,NULL,NULL,NULL,NULL,84,0xC834DD877948D23A,85,OnFoot,15,PlayGo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.616,-173.47829,99.64494,1,0,NA,5,0,Bullet,0,NULL,"[15,48,49,84,85,87]",0,0,0x12FA11A9,FlyingDrone.Scanner,NULL,7,1,False,0.0,False,0,5,80.53566,-176.35538,99.14433,Not in Vehicle,NULL,2020-12-02 08:37:37.303,NA,20201202
7765de0b-2ef1-4cff-88b3-bb63b1a039cf,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,7a76dff7-f19c-4d15-a712-fc6c632fbcc7,7a76dff7-f19c-4d15-a712-fc6c632fbcc7,d0337ee1-3004-4bb4-b46e-ae948bd6f8df,3478,d0337ee1-3004-4bb4-b46e-ae948bd6f8df,195.88.182.11,RO,3478,3478,2020-12-02 08:39:48.891,7a76dff7-f19c-4d15-a712-fc6c632fbcc7_2866,UAT,Orwell,PreLaunch,Orwell PS4,Orwell Crossplay RETAIL,Romania,"Africa, Western Asia, Central & Eastern Europe",Europe,Eastern Europe,EMEA,NULL,NULL,NULL,NULL,48,Online_InGameMultiplePlayers,NULL,NULL,NULL,NULL,49,Sandbox,NULL,NULL,NULL,NULL,84,0xC834DD877948D23A,85,OnFoot,15,PlayGo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,144.35672,222.07213,104.6733,1,0,NA,5,0,Bullet,0,NULL,"[15,48,49,84,85]",0,0,0xDA7E7AFE,FlyingDrone.Delivery,NULL,0,1,False,0.0,False,0,0,143.63246,219.47795,104.18909,Not in Vehicle,NULL,2020-12-02 08:39:54.554,NA,20201202
7765de0b-2ef1-4cff-88b3-bb63b1a039cf,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,7a76dff7-f19c-4d15-a712-fc6c632fbcc7,7a76dff7-f19c-4d15-a712-fc6c632fbcc7,d0337ee1-3004-4bb4-b46e-ae948bd6f8df,3343,d0337ee1-3004-4bb4-b46e-ae948bd6f8df,195.88.182.11,RO,3343,3343,2020-12-02 08:37:35.504,7a76dff7-f19c-4d15-a712-fc6c632fbcc7_2751,UAT,Orwell,PreLaunch,Orwell PS4,Orwell Crossplay RETAIL,Romania,"Africa, Western Asia, Central & Eastern Europe",Europe,Eastern Europe,EMEA,NULL,NULL,NULL,NULL,48,Online_InGameMultiplePlayers,NULL,NULL,NULL,NULL,49,Sandbox,NULL,NULL,NULL,NULL,84,0xC834DD877948D23A,85,OnFoot,15,PlayGo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,96.85642,-75.81557,99.45169,1,0,NA,5,0,Bullet,0,NULL,"[15,48,49,84,85]",0,0,0xDA7E7AFE,FlyingDrone.Delivery,NULL,0,1,False,0.0,False,0,0,97.5807,-78.187096,98.995766,Not in Vehicle,NULL,2020-12-02 08:37:37.303,NA,20201202
7765de0b-2ef1-4cff-88b3-bb63b1a039cf,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,7a76dff7-f19c-4d15-a712-fc6c632fbcc7,7a76dff7-f19c-4d15-a712-fc6c632fbcc7,d0337ee1-3004-4bb4-b46e-ae948bd6f8df,3411,d0337ee1-3004-4bb4-b46e-ae948bd6f8df,195.88.182.11,RO,3412,3412,2020-12-02 08:38:43.333,7a76dff7-f19c-4d15-a712-fc6c632fbcc7_2812,UAT,Orwell,PreLaunch,Orwell PS4,Orwell Crossplay RETAIL,Romania,"Africa, Western Asia, Central & Eastern Europe",Europe,Eastern Europe,EMEA,NULL,NULL,NULL,NULL,48,Online_InGameMultiplePlayers,NULL,NULL,NULL,NULL,49,Sandbox,NULL,NULL,NULL,NULL,84,0xC834DD877948D23A,85,OnFoot,15,PlayGo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,141.94412,196.04637,104.704666,1,0,NA,3,0,Bullet,0,NULL,"[15,48,49,84,85]",0,0,0x6BF561D1,WD3_AI_Drones.Authority.Chase_Drone.T1_Chase,NULL,15,1,False,0.0,False,0,4,142.23613,194.25713,104.23524,Not in Vehicle,NULL,2020-12-02 08:38:55.097,NA,20201202
